0,149
1,149
2,149
3,149
4,149
5,149
6,149
7,149
8,149
9,149
10,149
11,149
12,149
13,149
14,149
15,150
16,149
17,149
18,149
19,149
20,149
21,149
22,149
23,149
24,149
25,149
26,149
27,149
28,149
29,149
30,149
31,149
32,149
33,149
34,149
35,150
36,150
37,150
38,150
39,150
40,150
41,150
42,150
43,150
44,150
45,150
46,150
47,150
48,150
49,150
50,150
51,150
52,150
53,150
54,150
55,150
56,150
57,150
58,150
59,150
60,150
61,150
62,150
63,150
64,150
65,150
66,150
67,150
68,150
69,150
70,150
71,151
72,151
73,151
74,151
75,151
76,151
77,151
78,151
79,151
80,151
81,151
82,151
83,151
84,151
85,151
86,151
87,151
88,151
89,151
90,151
91,151
92,151
93,151
94,151
95,151
96,151
97,151
98,151
99,151
100,151
101,151
102,151
103,151
104,151
105,151
106,151
107,151
108,151
109,151
110,151
111,151
112,151
113,151
114,151
115,151
116,151
117,151
118,151
119,151
120,151
121,151
122,151
123,151
124,151
125,151
126,151
127,151
128,151
129,151
130,151
131,151
132,151
133,151
134,151
135,151
136,151
137,151
138,152
139,152
140,152
141,152
142,152
143,152
144,152
145,152
146,152
147,152
148,152
149,152
150,152
151,152
152,151
153,152
154,151
155,151
156,151
157,151
158,151
159,151
160,151
161,151
162,151
163,151
164,151
165,151
166,151
167,151
168,151
169,151
170,151
171,151
172,151
173,151
174,151
175,151
176,151
177,152
178,151
179,152
180,152
181,152
182,152
183,152
184,152
185,152
186,152
187,152
188,152
189,152
190,152
191,152
192,152
193,152
194,152
195,153
196,152
197,152
198,152
199,152
200,152
201,152
202,152
203,152
204,152
205,152
206,152
207,152
208,152
209,152
210,152
211,152
212,152
213,152
214,152
215,152
216,152
217,152
218,152
219,152
220,152
221,152
222,152
223,152
224,152
225,152
226,152
227,152
228,152
229,152
230,153
231,153
232,153
233,153
234,153
235,153
236,153
237,153
238,153
239,153
240,153
241,153
242,153
243,153
244,153
245,153
246,153
247,153
248,153
249,153
250,153
251,153
252,153
253,153
254,153
255,153
256,153
257,153
258,153
259,153
260,153
261,153
262,153
263,153
264,153
265,153
266,153
267,153
268,153
269,153
270,153
271,153
272,153
273,153
274,153
275,153
276,153
277,153
278,153
279,153
280,153
281,153
282,153
283,153
284,153
285,153
286,153
287,153
288,153
289,153
290,153
291,153
292,153
293,153
294,153
295,153
296,153
297,153
298,153
299,153
300,153
301,153
302,153
303,153
304,153
305,153
306,153
307,153
308,153
309,153
310,153
311,152
312,152
313,153
314,153
315,153
316,153
317,153
318,153
319,153
320,153
321,153
322,153
323,153
324,153
325,153
326,153
327,153
328,153
329,153
330,153
331,153
332,153
333,153
334,153
335,153
336,153
337,153
338,153
339,153
340,153
341,153
342,153
343,153
344,153
345,153
346,153
347,153
348,153
349,153
350,153
351,153
352,153
353,153
354,153
355,153
356,153
357,153
358,153
359,153
360,153
361,153
362,153
363,153
364,153
365,153
366,153
367,153
368,153
369,153
370,153
371,153
372,153
373,153
374,153
375,153
376,153
377,153
378,153
379,153
380,153
381,153
382,153
383,153
384,153
385,154
386,153
387,153
388,154
389,154
390,154
391,154
392,153
393,153
394,153
395,153
396,154
397,154
398,153
399,154
400,153
401,154
402,154
403,154
404,154
405,154
406,154
407,154
408,154
409,154
410,154
411,154
412,154
413,154
414,154
415,154
416,154
417,154
418,154
419,154
420,154
421,154
422,154
423,155
424,155
425,155
426,155
427,155
428,155
429,155
430,155
431,155
432,155
433,155
434,155
435,155
436,155
437,155
438,154
439,154
440,155
441,155
442,155
443,155
444,155
445,155
446,155
447,155
448,155
449,155
450,155
451,155
452,155
453,155
454,155
455,155
456,155
457,155
458,155
459,155
460,155
461,155
462,155
463,155
464,155
465,155
466,155
467,155
468,155
469,155
470,155
471,155
